fecha,release_version
2016-08-25 03:42:00,1.227.613.0
2016-08-25 05:52:00,1.227.620.0
2016-08-25 07:16:00,1.227.623.0
2016-08-25 08:03:00,1.227.634.0
2016-08-25 10:08:00,1.227.638.0
2016-08-25 12:15:00,1.227.652.0
2016-08-25 14:04:00,1.227.656.0
2016-08-25 18:42:00,1.227.661.0
2016-08-25 19:49:00,1.227.674.0
2016-08-25 21:16:00,1.227.680.0
2016-08-25 23:02:00,1.227.686.0
2016-08-26 02:23:00,1.227.700.0
2016-08-26 03:40:00,1.227.706.0
2016-08-26 05:03:00,1.227.711.0
2016-08-26 07:55:00,1.227.721.0
2016-08-26 09:23:00,1.227.726.0
2016-08-26 12:28:00,1.227.738.0
2016-08-26 15:41:00,1.227.746.0
2016-08-26 17:12:00,1.227.752.0
2016-08-26 18:46:00,1.227.756.0
2016-08-18 15:01:00,1.227.76.0
2016-08-26 20:19:00,1.227.763.0
2016-08-26 21:54:00,1.227.773.0
2016-08-26 23:27:00,1.227.779.0
2016-08-27 01:00:00,1.227.785.0
2016-08-18 01:30:00,1.227.8.0
2016-08-27 04:07:00,1.227.803.0
2016-08-27 05:41:00,1.227.810.0
2016-08-18 16:34:00,1.227.82.0
2016-08-27 08:52:00,1.227.820.0
2016-08-27 10:28:00,1.227.823.0
2016-08-27 16:51:00,1.227.840.0
2016-08-27 19:58:00,1.227.848.0
2016-08-27 21:31:00,1.227.854.0
2016-08-18 18:09:00,1.227.89.0
2016-08-28 08:38:00,1.227.893.0
2016-08-28 13:50:00,1.227.921.0
2016-08-28 15:26:00,1.227.931.0
2016-08-28 18:35:00,1.227.943.0
2016-08-28 20:04:00,1.227.949.0
2016-08-18 19:42:00,1.227.95.0
2016-08-29 00:05:00,1.227.959.0
2016-08-29 01:21:00,1.227.964.0
2016-08-29 02:40:00,1.227.971.0
2016-08-29 05:30:00,1.227.985.0
2016-08-29 07:06:00,1.227.991.0
2016-10-06 12:36:00,1.229.1001.0
2016-10-06 19:15:00,1.229.1027.0
2016-10-06 20:53:00,1.229.1031.0
2016-10-06 22:28:00,1.229.1034.0
2016-10-07 00:03:00,1.229.1042.0
2016-10-07 01:44:00,1.229.1047.0
2016-10-07 03:23:00,1.229.1054.0
2016-09-24 01:46:00,1.229.106.0
2016-10-07 10:33:00,1.229.1080.0
2016-09-24 03:25:00,1.229.111.0
2016-10-07 15:30:00,1.229.1110.0
2016-10-07 21:53:00,1.229.1136.0
2016-10-07 23:36:00,1.229.1141.0
2016-10-08 01:16:00,1.229.1147.0
2016-09-24 05:02:00,1.229.115.0
2016-10-08 02:56:00,1.229.1155.0
2016-10-08 04:35:00,1.229.1161.0
2016-10-08 09:43:00,1.229.1175.0
2016-10-08 11:17:00,1.229.1177.0
2016-10-08 13:33:00,1.229.1182.0
2016-10-08 15:50:00,1.229.1186.0
2016-10-08 16:44:00,1.229.1190.0
2016-10-08 18:03:00,1.229.1193.0
2016-10-08 20:18:00,1.229.1195.0
2016-09-24 06:39:00,1.229.120.0
2016-10-08 22:15:00,1.229.1203.0
2016-10-08 23:54:00,1.229.1207.0
2016-10-09 01:33:00,1.229.1212.0
2016-10-09 03:14:00,1.229.1218.0
2016-09-24 08:23:00,1.229.122.0
2016-10-09 04:53:00,1.229.1225.0
2016-10-09 13:12:00,1.229.1251.0
2016-10-09 14:51:00,1.229.1257.0
2016-10-09 16:31:00,1.229.1258.0
2016-09-24 09:58:00,1.229.126.0
2016-10-09 18:21:00,1.229.1262.0
2016-10-09 21:53:00,1.229.1269.0
2016-10-09 23:39:00,1.229.1281.0
2016-10-10 01:26:00,1.229.1287.0
2016-10-10 02:59:00,1.229.1293.0
2016-10-10 04:41:00,1.229.1296.0
2016-10-10 06:20:00,1.229.1301.0
2016-10-10 08:02:00,1.229.1319.0
2016-10-10 12:57:00,1.229.1349.0
2016-10-10 14:39:00,1.229.1357.0
2016-09-24 11:37:00,1.229.136.0
2016-10-10 16:16:00,1.229.1361.0
2016-10-10 19:04:00,1.229.1372.0
2016-09-24 13:17:00,1.229.138.0
2016-10-10 20:58:00,1.229.1382.0
2016-10-10 22:39:00,1.229.1387.0
2016-10-11 00:17:00,1.229.1393.0
2016-10-11 01:54:00,1.229.1398.0
2016-09-23 02:53:00,1.229.14.0
2016-10-11 03:34:00,1.229.1407.0
2016-09-24 14:56:00,1.229.141.0
2016-10-11 10:13:00,1.229.1431.0
2016-10-11 12:08:00,1.229.1440.0
2016-10-11 13:53:00,1.229.1445.0
2016-10-11 15:38:00,1.229.1453.0
2016-10-11 17:16:00,1.229.1456.0
2016-09-24 16:35:00,1.229.146.0
2016-10-11 18:54:00,1.229.1461.0
2016-10-11 22:09:00,1.229.1475.0
2016-10-11 23:50:00,1.229.1481.0
2016-10-12 01:32:00,1.229.1483.0
2016-10-12 03:54:00,1.229.1493.0
2016-10-12 05:36:00,1.229.1509.0
2016-09-24 18:13:00,1.229.151.0
2016-10-12 08:15:00,1.229.1518.0
2016-10-12 09:54:00,1.229.1528.0
2016-10-12 11:33:00,1.229.1535.0
2016-10-12 13:16:00,1.229.1548.0
2016-10-12 15:05:00,1.229.1550.0
2016-10-12 16:36:00,1.229.1557.0
2016-10-12 18:16:00,1.229.1562.0
2016-10-12 19:56:00,1.229.1570.0
2016-10-12 21:32:00,1.229.1571.0
2016-10-12 23:13:00,1.229.1579.0
2016-10-13 00:55:00,1.229.1582.0
2016-10-13 02:35:00,1.229.1588.0
2016-10-13 04:13:00,1.229.1594.0
2016-10-13 05:53:00,1.229.1596.0
2016-09-24 19:50:00,1.229.160.0
2016-10-13 07:36:00,1.229.1606.0
2016-10-13 09:17:00,1.229.1609.0
2016-10-13 10:55:00,1.229.1617.0
2016-10-13 12:36:00,1.229.1623.0
2016-10-13 14:17:00,1.229.1628.0
2016-09-24 21:29:00,1.229.163.0
2016-10-13 15:59:00,1.229.1633.0
2016-10-13 17:37:00,1.229.1637.0
2016-10-13 19:27:00,1.229.1639.0
2016-10-13 20:57:00,1.229.1647.0
2016-10-13 23:56:00,1.229.1652.0
2016-10-14 01:50:00,1.229.1662.0
2016-10-14 06:00:00,1.229.1669.0
2016-09-24 23:04:00,1.229.168.0
2016-09-25 00:44:00,1.229.172.0
2016-10-14 20:01:00,1.229.1721.0
2016-10-14 22:45:00,1.229.1733.0
2016-10-15 01:08:00,1.229.1736.0
2016-10-15 10:34:00,1.229.1769.0
2016-10-15 12:09:00,1.229.1771.0
2016-10-15 15:37:00,1.229.1783.0
2016-10-15 17:08:00,1.229.1786.0
2016-10-15 18:50:00,1.229.1788.0
2016-10-15 20:52:00,1.229.1791.0
2016-10-15 22:36:00,1.229.1797.0
2016-09-23 04:31:00,1.229.18.0
2016-10-16 00:21:00,1.229.1802.0
2016-10-16 03:05:00,1.229.1806.0
2016-09-25 03:58:00,1.229.181.0
2016-10-16 05:21:00,1.229.1814.0
2016-10-16 07:03:00,1.229.1821.0
2016-10-16 08:51:00,1.229.1827.0
2016-10-16 10:24:00,1.229.1829.0
2016-10-16 12:02:00,1.229.1831.0
2016-10-16 13:45:00,1.229.1834.0
2016-10-16 15:25:00,1.229.1836.0
2016-10-16 17:16:00,1.229.1843.0
2016-10-16 18:45:00,1.229.1848.0
2016-10-16 20:22:00,1.229.1851.0
2016-10-16 22:05:00,1.229.1854.0
2016-10-16 23:44:00,1.229.1859.0
2016-09-25 05:36:00,1.229.186.0
2016-10-17 01:26:00,1.229.1866.0
2016-10-17 03:10:00,1.229.1870.0
2016-10-17 04:46:00,1.229.1875.0
2016-10-17 06:27:00,1.229.1880.0
2016-10-17 08:10:00,1.229.1888.0
2016-10-17 09:48:00,1.229.1893.0
2016-09-25 07:16:00,1.229.190.0
2016-10-17 14:22:00,1.229.1907.0
2016-10-17 16:14:00,1.229.1912.0
2016-10-17 17:54:00,1.229.1916.0
2016-09-25 08:55:00,1.229.192.0
2016-10-17 21:15:00,1.229.1926.0
2016-10-18 00:43:00,1.229.1938.0
2016-10-18 02:17:00,1.229.1943.0
2016-10-18 04:08:00,1.229.1947.0
2016-10-18 05:42:00,1.229.1953.0
2016-10-18 07:20:00,1.229.1960.0
2016-10-18 09:00:00,1.229.1965.0
2016-09-25 10:32:00,1.229.197.0
2016-10-18 10:49:00,1.229.1970.0
2016-10-18 14:31:00,1.229.1981.0
2016-10-18 17:55:00,1.229.1992.0
2016-10-18 19:33:00,1.229.1997.0
2016-10-18 21:14:00,1.229.2003.0
2016-10-18 22:52:00,1.229.2009.0
2016-10-19 00:34:00,1.229.2014.0
2016-09-25 12:05:00,1.229.202.0
2016-10-19 02:14:00,1.229.2021.0
2016-10-19 03:53:00,1.229.2027.0
2016-10-19 05:37:00,1.229.2032.0
2016-10-19 07:18:00,1.229.2036.0
2016-10-19 08:57:00,1.229.2042.0
2016-10-19 10:37:00,1.229.2048.0
2016-10-19 12:21:00,1.229.2054.0
2016-10-19 14:08:00,1.229.2060.0
2016-10-19 15:47:00,1.229.2065.0
2016-09-25 13:42:00,1.229.207.0
2016-10-19 19:11:00,1.229.2076.0
2016-09-25 15:20:00,1.229.210.0
2016-09-25 21:48:00,1.229.222.0
2016-09-25 23:23:00,1.229.228.0
2016-09-26 01:10:00,1.229.232.0
2016-09-26 05:58:00,1.229.247.0
2016-09-26 07:41:00,1.229.252.0
2016-09-26 10:55:00,1.229.259.0
2016-09-26 18:11:00,1.229.287.0
2016-09-26 19:40:00,1.229.294.0
2016-09-26 21:21:00,1.229.299.0
2016-09-26 23:13:00,1.229.304.0
2016-09-27 00:21:00,1.229.313.0
2016-09-27 02:00:00,1.229.318.0
2016-09-27 05:17:00,1.229.327.0
2016-09-27 06:57:00,1.229.333.0
2016-09-27 08:39:00,1.229.338.0
2016-09-27 10:21:00,1.229.340.0
2016-09-27 12:13:00,1.229.346.0
2016-09-23 09:34:00,1.229.35.0
2016-09-27 13:59:00,1.229.353.0
2016-09-27 15:40:00,1.229.355.0
2016-09-27 17:56:00,1.229.361.0
2016-09-27 18:57:00,1.229.362.0
2016-09-27 20:33:00,1.229.372.0
2016-09-27 22:12:00,1.229.377.0
2016-09-27 23:50:00,1.229.382.0
2016-09-28 01:29:00,1.229.384.0
2016-09-28 03:09:00,1.229.385.0
2016-09-28 04:45:00,1.229.387.0
2016-09-28 06:17:00,1.229.394.0
2016-09-28 08:05:00,1.229.400.0
2016-09-28 09:43:00,1.229.404.0
2016-09-28 11:39:00,1.229.413.0
2016-09-28 13:24:00,1.229.417.0
2016-09-28 15:00:00,1.229.422.0
2016-09-28 16:40:00,1.229.426.0
2016-09-28 18:25:00,1.229.431.0
2016-09-28 19:57:00,1.229.436.0
2016-09-28 21:32:00,1.229.441.0
2016-09-28 23:14:00,1.229.449.0
2016-09-29 00:54:00,1.229.453.0
2016-09-23 11:10:00,1.229.46.0
2016-09-29 02:31:00,1.229.460.0
2016-09-29 08:03:00,1.229.465.0
2016-09-29 08:17:00,1.229.471.0
2016-09-29 08:32:00,1.229.475.0
2016-09-29 09:05:00,1.229.481.0
2016-09-29 15:52:00,1.229.508.0
2016-09-29 17:29:00,1.229.513.0
2016-09-29 19:05:00,1.229.518.0
2016-09-23 12:49:00,1.229.52.0
2016-09-29 23:01:00,1.229.530.0
2016-09-30 00:03:00,1.229.535.0
2016-09-30 01:41:00,1.229.539.0
2016-09-30 03:20:00,1.229.545.0
2016-09-30 12:06:00,1.229.581.0
2016-09-30 13:45:00,1.229.589.0
2016-09-23 14:26:00,1.229.59.0
2016-09-30 15:24:00,1.229.596.0
2016-09-30 17:01:00,1.229.603.0
2016-09-30 18:40:00,1.229.607.0
2016-09-30 20:29:00,1.229.609.0
2016-09-30 21:57:00,1.229.615.0
2016-09-30 23:37:00,1.229.617.0
2016-10-01 01:22:00,1.229.626.0
2016-09-23 16:02:00,1.229.63.0
2016-10-01 02:56:00,1.229.633.0
2016-10-01 04:30:00,1.229.637.0
2016-10-01 06:17:00,1.229.641.0
2016-10-01 08:11:00,1.229.645.0
2016-10-01 09:46:00,1.229.649.0
2016-10-01 11:33:00,1.229.654.0
2016-10-01 12:54:00,1.229.658.0
2016-10-01 14:32:00,1.229.663.0
2016-10-01 16:14:00,1.229.666.0
2016-10-01 17:50:00,1.229.668.0
2016-10-01 19:32:00,1.229.674.0
2016-10-01 21:13:00,1.229.676.0
2016-09-23 17:40:00,1.229.68.0
2016-10-01 22:51:00,1.229.681.0
2016-10-02 00:30:00,1.229.686.0
2016-10-02 02:11:00,1.229.690.0
2016-10-02 03:51:00,1.229.694.0
2016-10-02 05:35:00,1.229.698.0
2016-10-02 07:09:00,1.229.703.0
2016-10-02 08:52:00,1.229.706.0
2016-10-02 10:29:00,1.229.709.0
2016-10-02 15:23:00,1.229.722.0
2016-10-02 17:03:00,1.229.727.0
2016-10-02 18:39:00,1.229.732.0
2016-10-02 20:21:00,1.229.737.0
2016-10-02 22:06:00,1.229.740.0
2016-10-03 01:20:00,1.229.749.0
2016-10-03 04:37:00,1.229.754.0
2016-10-03 06:16:00,1.229.759.0
2016-10-03 07:58:00,1.229.764.0
2016-10-03 09:33:00,1.229.771.0
2016-10-03 11:13:00,1.229.776.0
2016-10-03 12:49:00,1.229.781.0
2016-10-03 14:32:00,1.229.786.0
2016-10-03 16:11:00,1.229.788.0
2016-10-03 17:48:00,1.229.790.0
2016-10-03 19:28:00,1.229.794.0
2016-10-03 21:08:00,1.229.800.0
2016-10-03 22:49:00,1.229.804.0
2016-10-04 00:27:00,1.229.808.0
2016-10-04 03:01:00,1.229.819.0
2016-10-04 04:40:00,1.229.823.0
2016-10-04 06:20:00,1.229.829.0
2016-10-04 07:59:00,1.229.833.0
2016-10-04 09:42:00,1.229.838.0
2016-10-04 11:31:00,1.229.844.0
2016-10-04 13:24:00,1.229.850.0
2016-10-04 15:07:00,1.229.856.0
2016-10-04 16:53:00,1.229.860.0
2016-10-04 18:29:00,1.229.863.0
2016-10-04 20:45:00,1.229.867.0
2016-10-04 21:48:00,1.229.870.0
2016-10-04 23:27:00,1.229.876.0
2016-10-05 01:05:00,1.229.881.0
2016-10-05 02:44:00,1.229.888.0
2016-10-05 04:41:00,1.229.892.0
2016-10-05 06:23:00,1.229.899.0
2016-09-23 01:12:00,1.229.9.0
2016-10-05 08:02:00,1.229.902.0
2016-09-23 22:32:00,1.229.91.0
2016-10-05 09:43:00,1.229.912.0
2016-10-05 11:31:00,1.229.916.0
2016-10-05 16:42:00,1.229.937.0
2016-10-05 19:39:00,1.229.947.0
2016-10-05 21:21:00,1.229.949.0
2016-10-05 23:31:00,1.229.955.0
2016-09-24 00:08:00,1.229.96.0
2016-10-06 01:04:00,1.229.962.0
2016-10-06 02:38:00,1.229.969.0
2016-10-06 04:20:00,1.229.976.0
2016-10-06 05:54:00,1.229.979.0
2016-10-06 07:39:00,1.229.982.0
2016-10-06 09:15:00,1.229.988.0
2016-10-19 22:43:00,1.231.1.0
2016-11-02 13:03:00,1.231.1000.0
2016-11-02 14:48:00,1.231.1002.0
2016-11-02 16:27:00,1.231.1008.0
2016-11-02 18:11:00,1.231.1012.0
2016-11-02 19:49:00,1.231.1020.0
2016-11-02 21:30:00,1.231.1025.0
2016-10-21 07:38:00,1.231.103.0
2016-11-02 23:13:00,1.231.1033.0
2016-11-03 02:33:00,1.231.1047.0
2016-11-03 04:10:00,1.231.1052.0
2016-11-03 05:59:00,1.231.1061.0
2016-11-03 07:36:00,1.231.1067.0
2016-10-21 09:17:00,1.231.107.0
2016-11-03 09:15:00,1.231.1074.0
2016-11-03 10:58:00,1.231.1082.0
2016-11-03 12:40:00,1.231.1088.0
2016-11-03 14:19:00,1.231.1097.0
2016-11-03 16:02:00,1.231.1103.0
2016-10-21 10:54:00,1.231.111.0
2016-11-03 17:41:00,1.231.1110.0
2016-11-03 19:21:00,1.231.1116.0
2016-11-03 21:00:00,1.231.1122.0
2016-11-03 22:43:00,1.231.1128.0
2016-11-04 00:23:00,1.231.1134.0
2016-11-04 02:02:00,1.231.1139.0
2016-11-04 03:44:00,1.231.1146.0
2016-11-04 05:29:00,1.231.1152.0
2016-11-04 07:20:00,1.231.1158.0
2016-11-04 08:55:00,1.231.1163.0
2016-11-04 11:35:00,1.231.1167.0
2016-10-21 12:36:00,1.231.117.0
2016-11-04 12:23:00,1.231.1172.0
2016-11-04 13:55:00,1.231.1178.0
2016-11-04 15:39:00,1.231.1182.0
2016-11-04 17:18:00,1.231.1186.0
2016-11-04 19:00:00,1.231.1191.0
2016-10-20 01:51:00,1.231.12.0
2016-11-04 22:51:00,1.231.1206.0
2016-11-05 00:27:00,1.231.1212.0
2016-11-05 02:13:00,1.231.1216.0
2016-11-05 03:47:00,1.231.1221.0
2016-11-05 05:28:00,1.231.1222.0
2016-11-05 07:09:00,1.231.1226.0
2016-10-21 14:15:00,1.231.123.0
2016-11-05 10:38:00,1.231.1232.0
2016-11-05 12:11:00,1.231.1236.0
2016-11-05 13:49:00,1.231.1238.0
2016-11-05 15:32:00,1.231.1241.0
2016-11-05 17:09:00,1.231.1245.0
2016-11-05 18:50:00,1.231.1248.0
2016-11-05 20:29:00,1.231.1251.0
2016-11-05 22:10:00,1.231.1256.0
2016-11-05 23:48:00,1.231.1258.0
2016-11-06 01:30:00,1.231.1262.0
2016-11-06 03:12:00,1.231.1265.0
2016-11-06 04:53:00,1.231.1268.0
2016-11-06 06:33:00,1.231.1271.0
2016-11-06 08:15:00,1.231.1272.0
2016-11-06 13:14:00,1.231.1278.0
2016-11-06 15:05:00,1.231.1281.0
2016-11-06 16:41:00,1.231.1283.0
2016-11-06 18:20:00,1.231.1286.0
2016-10-21 15:56:00,1.231.129.0
2016-11-06 20:00:00,1.231.1291.0
2016-11-06 21:43:00,1.231.1294.0
2016-11-06 23:22:00,1.231.1298.0
2016-11-07 01:01:00,1.231.1301.0
2016-11-07 02:50:00,1.231.1306.0
2016-11-07 04:25:00,1.231.1310.0
2016-11-07 07:45:00,1.231.1318.0
2016-11-07 09:32:00,1.231.1324.0
2016-11-07 11:13:00,1.231.1329.0
2016-11-07 15:31:00,1.231.1343.0
2016-11-07 17:09:00,1.231.1347.0
2016-11-07 18:52:00,1.231.1352.0
2016-11-07 20:40:00,1.231.1357.0
2016-11-07 22:23:00,1.231.1361.0
2016-11-08 00:34:00,1.231.1362.0
2016-10-21 19:17:00,1.231.137.0
2016-11-08 11:36:00,1.231.1456.0
2016-11-08 13:26:00,1.231.1459.0
2016-11-08 15:15:00,1.231.1471.0
2016-11-08 18:40:00,1.231.1486.0
2016-10-21 22:23:00,1.231.149.0
2016-11-08 20:19:00,1.231.1493.0
2016-11-08 22:01:00,1.231.1500.0
2016-11-08 23:41:00,1.231.1506.0
2016-10-21 23:55:00,1.231.151.0
2016-11-09 01:25:00,1.231.1513.0
2016-11-09 03:04:00,1.231.1518.0
2016-11-09 04:46:00,1.231.1520.0
2016-11-09 09:56:00,1.231.1545.0
2016-11-09 11:34:00,1.231.1552.0
2016-11-09 15:00:00,1.231.1566.0
2016-11-09 16:45:00,1.231.1570.0
2016-11-09 20:05:00,1.231.1580.0
2016-11-09 21:45:00,1.231.1587.0
2016-11-10 01:09:00,1.231.1595.0
2016-11-10 04:32:00,1.231.1613.0
2016-11-10 06:12:00,1.231.1619.0
2016-11-10 09:40:00,1.231.1629.0
2016-11-10 13:00:00,1.231.1641.0
2016-11-10 18:57:00,1.231.1660.0
2016-11-10 22:57:00,1.231.1671.0
2016-11-10 23:55:00,1.231.1677.0
2016-11-11 01:35:00,1.231.1684.0
2016-11-11 03:18:00,1.231.1690.0
2016-11-11 05:09:00,1.231.1698.0
2016-11-11 06:40:00,1.231.1705.0
2016-11-11 08:34:00,1.231.1709.0
2016-11-11 10:03:00,1.231.1715.0
2016-10-22 04:35:00,1.231.172.0
2016-11-11 11:43:00,1.231.1722.0
2016-11-11 16:48:00,1.231.1737.0
2016-11-11 18:31:00,1.231.1740.0
2016-10-22 06:20:00,1.231.175.0
2016-11-11 21:52:00,1.231.1750.0
2016-11-11 23:27:00,1.231.1754.0
2016-11-12 02:45:00,1.231.1766.0
2016-11-12 04:41:00,1.231.1771.0
2016-11-12 06:11:00,1.231.1774.0
2016-10-22 07:58:00,1.231.178.0
2016-11-12 11:12:00,1.231.1786.0
2016-10-22 09:33:00,1.231.179.0
2016-11-12 14:34:00,1.231.1793.0
2016-11-12 16:16:00,1.231.1796.0
2016-10-20 03:30:00,1.231.18.0
2016-11-12 17:57:00,1.231.1801.0
2016-11-12 19:38:00,1.231.1806.0
2016-11-12 21:20:00,1.231.1810.0
2016-11-12 23:00:00,1.231.1816.0
2016-10-22 11:20:00,1.231.182.0
2016-11-13 00:41:00,1.231.1821.0
2016-11-13 02:22:00,1.231.1825.0
2016-11-13 04:07:00,1.231.1831.0
2016-11-13 05:44:00,1.231.1834.0
2016-10-22 12:57:00,1.231.184.0
2016-11-13 09:11:00,1.231.1841.0
2016-11-13 10:51:00,1.231.1844.0
2016-11-13 19:20:00,1.231.1865.0
2016-11-13 20:56:00,1.231.1871.0
2016-11-13 22:37:00,1.231.1874.0
2016-11-14 00:19:00,1.231.1882.0
2016-11-14 02:01:00,1.231.1886.0
2016-10-22 14:37:00,1.231.189.0
2016-11-14 03:43:00,1.231.1890.0
2016-11-14 05:26:00,1.231.1895.0
2016-11-14 07:07:00,1.231.1901.0
2016-11-14 08:51:00,1.231.1908.0
2016-11-14 10:31:00,1.231.1915.0
2016-11-14 12:12:00,1.231.1919.0
2016-10-22 16:18:00,1.231.192.0
2016-11-14 13:52:00,1.231.1926.0
2016-11-14 15:32:00,1.231.1933.0
2016-11-14 17:12:00,1.231.1938.0
2016-11-14 18:56:00,1.231.1944.0
2016-10-22 18:02:00,1.231.195.0
2016-11-14 20:37:00,1.231.1951.0
2016-11-14 22:16:00,1.231.1958.0
2016-10-22 19:38:00,1.231.199.0
2016-11-15 07:58:00,1.231.1992.0
2016-11-15 09:39:00,1.231.1999.0
2016-11-15 11:20:00,1.231.2006.0
2016-10-22 21:18:00,1.231.201.0
2016-11-15 15:00:00,1.231.2020.0
2016-11-15 16:46:00,1.231.2027.0
2016-11-15 18:27:00,1.231.2033.0
2016-11-15 20:13:00,1.231.2040.0
2016-11-15 21:58:00,1.231.2044.0
2016-11-15 23:38:00,1.231.2045.0
2016-10-22 22:56:00,1.231.206.0
2016-11-16 03:47:00,1.231.2061.0
2016-11-16 05:24:00,1.231.2065.0
2016-11-16 07:04:00,1.231.2071.0
2016-11-16 08:52:00,1.231.2078.0
2016-11-16 10:31:00,1.231.2083.0
2016-11-16 12:13:00,1.231.2087.0
2016-11-16 19:01:00,1.231.2114.0
2016-11-17 01:05:00,1.231.2134.0
2016-11-17 02:51:00,1.231.2139.0
2016-11-17 04:25:00,1.231.2147.0
2016-11-17 06:04:00,1.231.2154.0
2016-10-23 03:53:00,1.231.216.0
2016-11-17 07:48:00,1.231.2160.0
2016-11-17 09:33:00,1.231.2168.0
2016-11-17 11:10:00,1.231.2173.0
2016-11-17 12:50:00,1.231.2177.0
2016-11-17 14:33:00,1.231.2183.0
2016-11-17 16:14:00,1.231.2187.0
2016-10-23 05:33:00,1.231.219.0
2016-10-20 05:06:00,1.231.22.0
2016-10-23 07:15:00,1.231.223.0
2016-10-23 08:53:00,1.231.224.0
2016-10-23 10:33:00,1.231.226.0
2016-10-23 12:11:00,1.231.227.0
2016-10-23 13:52:00,1.231.230.0
2016-10-23 15:32:00,1.231.234.0
2016-10-23 17:13:00,1.231.239.0
2016-10-23 18:52:00,1.231.243.0
2016-10-23 20:47:00,1.231.247.0
2016-10-23 22:25:00,1.231.249.0
2016-10-24 00:17:00,1.231.255.0
2016-10-24 01:58:00,1.231.258.0
2016-10-24 03:54:00,1.231.261.0
2016-10-20 06:43:00,1.231.27.0
2016-10-24 07:43:00,1.231.271.0
2016-10-24 09:18:00,1.231.274.0
2016-10-24 11:02:00,1.231.280.0
2016-10-24 12:49:00,1.231.288.0
2016-10-24 14:41:00,1.231.293.0
2016-10-24 16:25:00,1.231.300.0
2016-10-24 18:06:00,1.231.304.0
2016-10-20 08:28:00,1.231.31.0
2016-10-24 19:58:00,1.231.311.0
2016-10-24 21:49:00,1.231.320.0
2016-10-24 23:42:00,1.231.327.0
2016-10-25 01:25:00,1.231.343.0
2016-10-25 03:01:00,1.231.346.0
2016-10-25 04:53:00,1.231.353.0
2016-10-20 10:03:00,1.231.36.0
2016-10-25 10:14:00,1.231.372.0
2016-10-25 14:01:00,1.231.385.0
2016-10-20 11:46:00,1.231.39.0
2016-10-25 15:51:00,1.231.391.0
2016-10-25 17:36:00,1.231.396.0
2016-10-25 22:41:00,1.231.407.0
2016-10-26 00:25:00,1.231.413.0
2016-10-26 02:06:00,1.231.419.0
2016-10-26 03:46:00,1.231.423.0
2016-10-26 05:27:00,1.231.426.0
2016-10-26 07:17:00,1.231.433.0
2016-10-26 08:57:00,1.231.438.0
2016-10-20 13:32:00,1.231.44.0
2016-10-26 10:41:00,1.231.443.0
2016-10-26 12:13:00,1.231.449.0
2016-10-26 14:06:00,1.231.456.0
2016-10-20 15:06:00,1.231.50.0
2016-10-27 01:30:00,1.231.502.0
2016-10-27 02:44:00,1.231.503.0
2016-10-27 04:22:00,1.231.514.0
2016-10-27 06:02:00,1.231.519.0
2016-10-27 07:43:00,1.231.525.0
2016-10-27 09:24:00,1.231.531.0
2016-10-27 11:01:00,1.231.537.0
2016-10-27 12:42:00,1.231.541.0
2016-10-27 14:22:00,1.231.545.0
2016-10-20 16:42:00,1.231.55.0
2016-10-27 16:02:00,1.231.550.0
2016-10-27 18:48:00,1.231.556.0
2016-10-27 19:23:00,1.231.560.0
2016-10-27 21:00:00,1.231.566.0
2016-10-28 04:23:00,1.231.585.0
2016-10-20 18:26:00,1.231.61.0
2016-10-28 12:43:00,1.231.615.0
2016-10-28 14:21:00,1.231.621.0
2016-10-28 16:11:00,1.231.627.0
2016-10-28 17:45:00,1.231.631.0
2016-10-28 19:26:00,1.231.643.0
2016-10-20 20:00:00,1.231.66.0
2016-10-28 21:07:00,1.231.682.0
2016-10-28 22:48:00,1.231.688.0
2016-10-20 21:40:00,1.231.69.0
2016-10-20 00:16:00,1.231.7.0
2016-10-29 02:07:00,1.231.723.0
2016-10-29 05:31:00,1.231.734.0
2016-10-29 07:11:00,1.231.736.0
2016-10-29 08:50:00,1.231.740.0
2016-10-29 10:38:00,1.231.743.0
2016-10-29 12:14:00,1.231.746.0
2016-10-29 13:54:00,1.231.749.0
2016-10-20 23:19:00,1.231.75.0
2016-10-29 15:34:00,1.231.752.0
2016-10-29 17:13:00,1.231.757.0
2016-10-29 19:39:00,1.231.761.0
2016-10-29 21:18:00,1.231.766.0
2016-10-29 22:51:00,1.231.770.0
2016-10-30 00:36:00,1.231.777.0
2016-10-30 02:17:00,1.231.779.0
2016-10-30 03:57:00,1.231.780.0
2016-10-30 05:37:00,1.231.782.0
2016-10-30 09:01:00,1.231.788.0
2016-10-30 10:40:00,1.231.792.0
2016-10-30 12:18:00,1.231.794.0
2016-10-30 13:57:00,1.231.797.0
2016-10-21 00:58:00,1.231.80.0
2016-10-30 15:34:00,1.231.801.0
2016-10-30 17:15:00,1.231.802.0
2016-10-30 19:01:00,1.231.806.0
2016-10-30 20:35:00,1.231.809.0
2016-10-30 22:17:00,1.231.814.0
2016-10-30 23:55:00,1.231.818.0
2016-10-31 01:39:00,1.231.820.0
2016-10-31 03:19:00,1.231.821.0
2016-10-31 06:41:00,1.231.828.0
2016-10-31 08:21:00,1.231.832.0
2016-10-31 10:04:00,1.231.837.0
2016-10-31 11:43:00,1.231.842.0
2016-10-31 13:22:00,1.231.848.0
2016-10-31 15:02:00,1.231.855.0
2016-10-31 16:43:00,1.231.859.0
2016-10-31 18:24:00,1.231.864.0
